,β neta,EE β neta,β costos,β bruta,rotación media,costo medio (pp/año),dif
0.0,-1.3206568638249432,0.581199249005745,1.0043499157198534,-0.31630694810504323,0.6614665517648194,0.7391787004669921,-0.0003876743897648846
0.2,-0.48029633649961184,0.4814919144478544,1.197791082706124,0.7174947462065145,1.0455977409949788,1.2819864334292466,-8.516399452870166e-05
0.4,-0.4783692777383987,0.3251314457163819,1.1480890861512036,0.6697198084128504,1.4234104922536004,1.5936166065943889,-0.00047677492746048267
0.6,-0.7044838055482812,0.241216299881761,1.1692952633732592,0.464811457824984,1.859901686885024,2.080435337035341,-7.181961796204339e-05
0.8,-1.1843932035504285,0.2430764191834402,1.2586220691588932,0.07422886560846949,2.204585377342104,2.7233971000012174,-0.00017701600590060845
1.0,-1.1727441666397405,0.18335100345554153,1.064481686120911,-0.10826248051884847,2.637776117915624,3.1070685695493556,-0.00021407439798287048
