Esc.,β bruta (medio),EE,Δ precio de ejecución,Δ caja 21 días,caja media (%),Δ logarítmico,β IV bruta,EE IV,β neta − β bruta,−β costos,discrepancia identidad
S1,1.3916027796663488,0.6105858425521917,-0.19960479609510884,-1.5931712175887327,5.141966476264614,-0.04846936050458739,0.8339652511098915,0.6334660932894495,-1.2191925097785408,-1.219192509778472,6.88338275267597e-14
S2,1.7111389445117418,0.5508879000489904,-0.19856065402131828,-0.8436620639630596,5.194896371025499,-0.046808121501433764,0.2878727879386835,0.6461543715360925,-1.0321832495901582,-1.0321832495901662,7.993605777301127e-15
S3,5.261303965979525,0.5822388698702204,-0.1979522431699694,-0.5144032590449612,4.945618368523245,-0.01536798997449651,1.0460226112392308,0.698206886914461,-0.9639427572438564,-0.9639427572439051,4.873879078104437e-14
S4,0.32974772171969974,0.33860512387030584,-0.19926061964056535,-0.5676713173269806,9.167004420840295,-0.035935650628269034,0.21299164368848136,0.35202669004767606,-1.1651739547280369,-1.1651739547280704,3.352873534367973e-14
S5,0.09421813743437997,0.19016421080444024,-0.1997822131231755,-0.178302383970255,14.93917500877723,-0.02452178105882097,0.05981374882354605,0.19171310624011065,-1.1582347995792202,-1.1582347995791784,4.1744385725905886e-14
S6,1.7436707783047534,0.2800423982077038,-0.19794116857348243,-0.06475728891431509,12.51809686921092,-0.0330921865664342,0.027012775351085056,0.3155368055015566,-1.057750279084059,-1.0577502790840143,4.463096558993129e-14
S7,0.6938998969459207,0.46265368638559184,-0.1999005951961096,-1.522956305066256,7.093479745958048,-0.007077166969100213,0.554013461533433,0.5034985060718801,-1.1613349705694551,-1.1613349705695095,5.440092820663267e-14
S8,0.7559518800849442,0.37786578554983286,-0.19718001572603794,-0.16431311740615318,8.412998402972487,-0.035953598308253065,-0.28945983575933915,0.38978408908699036,-0.9741512976020217,-0.9741512976019868,3.4861002973229915e-14
